Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad),,Input time stamp disturbance C1 (s) ,Input Angular Position  disturbance C1 (rad),Output time stamp  disturbance C1 (s),Output Angular Position C1 disturbance (rad),,Input time stamp disturbance C2 (s) ,Input Angular Position  disturbance C2 (rad),Output time stamp  disturbance C2 (s),Output Angular Position C2 disturbance (rad)
2.874,6.2832,2.874,6.06237,,2.874,187.4,2.874,184.043,,2.874,18.74,2.874,18.1472,,2.874,6.2832,2.874,5.51933,,2.874,187.4,2.874,170.989
2.876,6.2832,2.876,6.07157,,2.876,187.6,2.876,184.218,,2.876,18.76,2.876,18.1656,,2.876,6.2832,2.876,5.5224,,2.876,187.6,2.876,171.293
2.878,6.2832,2.878,6.07771,,2.878,187.8,2.878,184.39,,2.878,18.78,2.878,18.184,,2.878,6.2832,2.878,5.52547,,2.878,187.8,2.878,171.606
2.88,6.2832,2.88,6.08384,,2.88,188,2.88,184.562,,2.88,18.8,2.88,18.1994,,2.88,6.2832,2.88,5.52854,,2.88,188,2.88,171.906
2.882,6.2832,2.882,6.08998,,2.882,188.2,2.882,184.73,,2.882,18.82,2.882,18.2178,,2.882,6.2832,2.882,5.5316,,2.882,188.2,2.882,172.207
2.884,6.2832,2.884,6.09918,,2.884,188.4,2.884,184.902,,2.884,18.84,2.884,18.2362,,2.884,6.2832,2.884,5.53774,,2.884,188.4,2.884,172.514
2.886,6.2832,2.886,6.10532,,2.886,188.6,2.886,185.074,,2.886,18.86,2.886,18.2546,,2.886,6.2832,2.886,5.54081,,2.886,188.6,2.886,172.817
2.888,6.2832,2.888,6.11146,,2.888,188.8,2.888,185.249,,2.888,18.88,2.888,18.273,,2.888,6.2832,2.888,5.54388,,2.888,188.8,2.888,173.124
2.89,6.2832,2.89,6.11759,,2.89,189,2.89,185.418,,2.89,18.9,2.89,18.2914,,2.89,6.2832,2.89,5.55001,,2.89,189,2.89,173.431
2.892,6.2832,2.892,6.12373,,2.892,189.2,2.892,185.589,,2.892,18.92,2.892,18.3098,,2.892,6.2832,2.892,5.55308,,2.892,189.2,2.892,173.741
2.894,6.2832,2.894,6.12986,,2.894,189.4,2.894,185.758,,2.894,18.94,2.894,18.3282,,2.894,6.2832,2.894,5.55615,,2.894,189.4,2.894,174.057
2.896,6.2832,2.896,6.13907,,2.896,189.6,2.896,185.93,,2.896,18.96,2.896,18.3466,,2.896,6.2832,2.896,5.56228,,2.896,189.6,2.896,174.367
2.898,6.2832,2.898,6.1452,,2.898,189.8,2.898,186.099,,2.898,18.98,2.898,18.365,,2.898,6.2832,2.898,5.56535,,2.898,189.8,2.898,174.677
2.9,6.2832,2.9,6.15134,,2.9,190,2.9,186.271,,2.9,19,2.9,18.3835,,2.9,6.2832,2.9,5.57149,,2.9,190,2.9,174.99
2.902,6.2832,2.902,6.15748,,2.902,190.2,2.902,186.445,,2.902,19.02,2.902,18.4019,,2.902,6.2832,2.902,5.57456,,2.902,190.2,2.902,175.299
2.904,6.2832,2.904,6.16361,,2.904,190.4,2.904,186.617,,2.904,19.04,2.904,18.4203,,2.904,6.2832,2.904,5.58069,,2.904,190.4,2.904,175.612
2.906,6.2832,2.906,6.16975,,2.906,190.6,2.906,186.786,,2.906,19.06,2.906,18.4387,,2.906,6.2832,2.906,5.58683,,2.906,190.6,2.906,175.925
2.908,6.2832,2.908,6.17895,,2.908,190.8,2.908,186.958,,2.908,19.08,2.908,18.4571,,2.908,6.2832,2.908,5.59296,,2.908,190.8,2.908,176.241
2.91,6.2832,2.91,6.18509,,2.91,191,2.91,187.127,,2.91,19.1,2.91,18.4755,,2.91,6.2832,2.91,5.59603,,2.91,191,2.91,176.563
2.912,6.2832,2.912,6.19122,,2.912,191.2,2.912,187.298,,2.912,19.12,2.912,18.4939,,2.912,6.2832,2.912,5.60217,,2.912,191.2,2.912,176.879
2.914,6.2832,2.914,6.19736,,2.914,191.4,2.914,187.47,,2.914,19.14,2.914,18.5123,,2.914,6.2832,2.914,5.6083,,2.914,191.4,2.914,177.198
2.916,6.2832,2.916,6.2035,,2.916,191.6,2.916,187.642,,2.916,19.16,2.916,18.5307,,2.916,6.2832,2.916,5.61444,,2.916,191.6,2.916,177.511
2.918,6.2832,2.918,6.20963,,2.918,191.8,2.918,187.811,,2.918,19.18,2.918,18.5491,,2.918,6.2832,2.918,5.62058,,2.918,191.8,2.918,177.83
2.92,6.2832,2.92,6.21577,,2.92,192,2.92,187.992,,2.92,19.2,2.92,18.5675,,2.92,6.2832,2.92,5.62671,,2.92,192,2.92,178.15
2.922,6.2832,2.922,6.2219,,2.922,192.2,2.922,188.157,,2.922,19.22,2.922,18.5859,,2.922,6.2832,2.922,5.63285,,2.922,192.2,2.922,178.475
2.924,6.2832,2.924,6.22804,,2.924,192.4,2.924,188.332,,2.924,19.24,2.924,18.6074,,2.924,6.2832,2.924,5.63898,,2.924,192.4,2.924,178.797
2.926,6.2832,2.926,6.23418,,2.926,192.6,2.926,188.501,,2.926,19.26,2.926,18.6228,,2.926,6.2832,2.926,5.64512,,2.926,192.6,2.926,179.116
2.928,6.2832,2.928,6.24031,,2.928,192.8,2.928,188.67,,2.928,19.28,2.928,18.6442,,2.928,6.2832,2.928,5.65126,,2.928,192.8,2.928,179.435
2.93,6.2832,2.93,6.24645,,2.93,193,2.93,188.842,,2.93,19.3,2.93,18.6626,,2.93,6.2832,2.93,5.65739,,2.93,193,2.93,179.757
2.932,6.2832,2.932,6.25258,,2.932,193.2,2.932,189.013,,2.932,19.32,2.932,18.6811,,2.932,6.2832,2.932,5.66353,,2.932,193.2,2.932,180.082
2.934,6.2832,2.934,6.25872,,2.934,193.4,2.934,189.188,,2.934,19.34,2.934,18.6995,,2.934,6.2832,2.934,5.66966,,2.934,193.4,2.934,180.408
2.936,6.2832,2.936,6.26486,,2.936,193.6,2.936,189.363,,2.936,19.36,2.936,18.7179,,2.936,6.2832,2.936,5.6758,,2.936,193.6,2.936,180.733
2.938,6.2832,2.938,6.27099,,2.938,193.8,2.938,189.535,,2.938,19.38,2.938,18.7363,,2.938,6.2832,2.938,5.685,,2.938,193.8,2.938,181.067
2.94,6.2832,2.94,6.27713,,2.94,194,2.94,189.707,,2.94,19.4,2.94,18.7578,,2.94,6.2832,2.94,5.69114,,2.94,194,2.94,181.395
2.942,6.2832,2.942,6.28326,,2.942,194.2,2.942,189.879,,2.942,19.42,2.942,18.7762,,2.942,6.2832,2.942,5.69728,,2.942,194.2,2.942,181.718
2.944,6.2832,2.944,6.2894,,2.944,194.4,2.944,190.05,,2.944,19.44,2.944,18.7946,,2.944,6.2832,2.944,5.70341,,2.944,194.4,2.944,182.046
2.946,6.2832,2.946,6.29554,,2.946,194.6,2.946,190.225,,2.946,19.46,2.946,18.813,,2.946,6.2832,2.946,5.71262,,2.946,194.6,2.946,182.374
2.948,6.2832,2.948,6.30167,,2.948,194.8,2.948,190.4,,2.948,19.48,2.948,18.8314,,2.948,6.2832,2.948,5.71875,,2.948,194.8,2.948,182.702
2.95,6.2832,2.95,6.30474,,2.95,195,2.95,190.572,,2.95,19.5,2.95,18.8498,,2.95,6.2832,2.95,5.72489,,2.95,195,2.95,183.034
2.952,6.2832,2.952,6.31088,,2.952,195.2,2.952,190.744,,2.952,19.52,2.952,18.8713,,2.952,6.2832,2.952,5.73409,,2.952,195.2,2.952,183.365
2.954,6.2832,2.954,6.31701,,2.954,195.4,2.954,190.919,,2.954,19.54,2.954,18.8897,,2.954,6.2832,2.954,5.74023,,2.954,195.4,2.954,183.703
2.956,6.2832,2.956,6.32315,,2.956,195.6,2.956,191.09,,2.956,19.56,2.956,18.9081,,2.956,6.2832,2.956,5.74943,,2.956,195.6,2.956,184.037
2.958,6.2832,2.958,6.32928,,2.958,195.8,2.958,191.265,,2.958,19.58,2.958,18.9296,,2.958,6.2832,2.958,5.75557,,2.958,195.8,2.958,184.368
2.96,6.2832,2.96,6.33235,,2.96,196,2.96,191.44,,2.96,19.6,2.96,18.948,,2.96,6.2832,2.96,5.76477,,2.96,196,2.96,184.7
2.962,6.2832,2.962,6.33849,,2.962,196.2,2.962,191.618,,2.962,19.62,2.962,18.9664,,2.962,6.2832,2.962,5.77091,,2.962,196.2,2.962,185.031
2.964,6.2832,2.964,6.34462,,2.964,196.4,2.964,191.793,,2.964,19.64,2.964,18.9848,,2.964,6.2832,2.964,5.78011,,2.964,196.4,2.964,185.365
2.966,6.2832,2.966,6.35076,,2.966,196.6,2.966,191.968,,2.966,19.66,2.966,19.0063,,2.966,6.2832,2.966,5.78625,,2.966,196.6,2.966,185.715
2.968,6.2832,2.968,6.35383,,2.968,196.8,2.968,192.14,,2.968,19.68,2.968,19.0247,,2.968,6.2832,2.968,5.79545,,2.968,196.8,2.968,186.047
2.97,6.2832,2.97,6.35996,,2.97,197,2.97,192.315,,2.97,19.7,2.97,19.0431,,2.97,6.2832,2.97,5.80159,,2.97,197,2.97,186.378
2.972,6.2832,2.972,6.3661,,2.972,197.2,2.972,192.489,,2.972,19.72,2.972,19.0646,,2.972,6.2832,2.972,5.81079,,2.972,197.2,2.972,186.715
2.974,6.2832,2.974,6.37224,,2.974,197.4,2.974,192.67,,2.974,19.74,2.974,19.083,,2.974,6.2832,2.974,5.81693,,2.974,197.4,2.974,187.053
2.976,6.2832,2.976,6.3753,,2.976,197.6,2.976,192.845,,2.976,19.76,2.976,19.1014,,2.976,6.2832,2.976,5.82613,,2.976,197.6,2.976,187.393
2.978,6.2832,2.978,6.38144,,2.978,197.8,2.978,193.02,,2.978,19.78,2.978,19.1228,,2.978,6.2832,2.978,5.83227,,2.978,197.8,2.978,187.734
2.98,6.2832,2.98,6.38758,,2.98,198,2.98,193.195,,2.98,19.8,2.98,19.1413,,2.98,6.2832,2.98,5.84147,,2.98,198,2.98,188.075
2.982,6.2832,2.982,6.39064,,2.982,198.2,2.982,193.37,,2.982,19.82,2.982,19.1597,,2.982,6.2832,2.982,5.85068,,2.982,198.2,2.982,188.424
2.984,6.2832,2.984,6.39678,,2.984,198.4,2.984,193.548,,2.984,19.84,2.984,19.1811,,2.984,6.2832,2.984,5.85681,,2.984,198.4,2.984,188.765
2.986,6.2832,2.986,6.39985,,2.986,198.6,2.986,193.723,,2.986,19.86,2.986,19.1995,,2.986,6.2832,2.986,5.86602,,2.986,198.6,2.986,189.105
2.988,6.2832,2.988,6.40598,,2.988,198.8,2.988,193.901,,2.988,19.88,2.988,19.221,,2.988,6.2832,2.988,5.87522,,2.988,198.8,2.988,189.443
2.99,6.2832,2.99,6.41212,,2.99,199,2.99,194.082,,2.99,19.9,2.99,19.2394,,2.99,6.2832,2.99,5.88136,,2.99,199,2.99,189.786
2.992,6.2832,2.992,6.41519,,2.992,199.2,2.992,194.26,,2.992,19.92,2.992,19.2578,,2.992,6.2832,2.992,5.89056,,2.992,199.2,2.992,190.127
2.994,6.2832,2.994,6.42132,,2.994,199.4,2.994,194.438,,2.994,19.94,2.994,19.2793,,2.994,6.2832,2.994,5.89976,,2.994,199.4,2.994,190.471
2.996,6.2832,2.996,6.42439,,2.996,199.6,2.996,194.612,,2.996,19.96,2.996,19.2977,,2.996,6.2832,2.996,5.9059,,2.996,199.6,2.996,190.814
2.998,6.2832,2.998,6.43053,,2.998,199.8,2.998,194.79,,2.998,19.98,2.998,19.3192,,2.998,6.2832,2.998,5.9151,,2.998,199.8,2.998,191.164
3,6.2832,3,6.4336,,3,200,3,194.971,,3,20,3,19.3376,,3,6.2832,3,5.92431,,3,200,3,191.508
3.002,6.2832,3.002,6.43666,,3.002,200.2,3.002,195.149,,3.002,20.02,3.002,19.3591,,3.002,6.2832,3.002,5.93351,,3.002,200.2,3.002,191.848
3.004,6.2832,3.004,6.4428,,3.004,200.4,3.004,195.33,,3.004,20.04,3.004,19.3775,,3.004,6.2832,3.004,5.93965,,3.004,200.4,3.004,192.189
3.006,6.2832,3.006,6.44587,,3.006,200.6,3.006,195.511,,3.006,20.06,3.006,19.3959,,3.006,6.2832,3.006,5.94885,,3.006,200.6,3.006,192.532
3.008,6.2832,3.008,6.452,,3.008,200.8,3.008,195.692,,3.008,20.08,3.008,19.4174,,3.008,6.2832,3.008,5.95806,,3.008,200.8,3.008,192.876
3.01,6.2832,3.01,6.45507,,3.01,201,3.01,195.87,,3.01,20.1,3.01,19.4388,,3.01,6.2832,3.01,5.96726,,3.01,201,3.01,193.22
3.012,6.2832,3.012,6.45814,,3.012,201.2,3.012,196.051,,3.012,20.12,3.012,19.4573,,3.012,6.2832,3.012,5.9734,,3.012,201.2,3.012,193.56
3.014,6.2832,3.014,6.46428,,3.014,201.4,3.014,196.229,,3.014,20.14,3.014,19.4787,,3.014,6.2832,3.014,5.9826,,3.014,201.4,3.014,193.91
3.016,6.2832,3.016,6.46734,,3.016,201.6,3.016,196.41,,3.016,20.16,3.016,19.4971,,3.016,6.2832,3.016,5.9918,,3.016,201.6,3.016,194.253
3.018,6.2832,3.018,6.47041,,3.018,201.8,3.018,196.591,,3.018,20.18,3.018,19.5186,,3.018,6.2832,3.018,5.99794,,3.018,201.8,3.018,194.594
3.02,6.2832,3.02,6.47348,,3.02,202,3.02,196.775,,3.02,20.2,3.02,19.537,,3.02,6.2832,3.02,6.00714,,3.02,202,3.02,194.935
3.022,6.2832,3.022,6.47962,,3.022,202.2,3.022,196.959,,3.022,20.22,3.022,19.5585,,3.022,6.2832,3.022,6.01635,,3.022,202.2,3.022,195.272
3.024,6.2832,3.024,6.48268,,3.024,202.4,3.024,197.144,,3.024,20.24,3.024,19.5769,,3.024,6.2832,3.024,6.02555,,3.024,202.4,3.024,195.613
3.026,6.2832,3.026,6.48575,,3.026,202.6,3.026,197.325,,3.026,20.26,3.026,19.5984,,3.026,6.2832,3.026,6.03169,,3.026,202.6,3.026,195.95
3.028,6.2832,3.028,6.48882,,3.028,202.8,3.028,197.506,,3.028,20.28,3.028,19.6199,,3.028,6.2832,3.028,6.04089,,3.028,202.8,3.028,196.288
3.03,6.2832,3.03,6.49189,,3.03,203,3.03,197.69,,3.03,20.3,3.03,19.6383,,3.03,6.2832,3.03,6.0501,,3.03,203,3.03,196.631
3.032,6.2832,3.032,6.49802,,3.032,203.2,3.032,197.874,,3.032,20.32,3.032,19.6597,,3.032,6.2832,3.032,6.0593,,3.032,203.2,3.032,196.972
3.034,6.2832,3.034,6.50109,,3.034,203.4,3.034,198.061,,3.034,20.34,3.034,19.6782,,3.034,6.2832,3.034,6.06544,,3.034,203.4,3.034,197.306
3.036,6.2832,3.036,6.50416,,3.036,203.6,3.036,198.245,,3.036,20.36,3.036,19.6996,,3.036,6.2832,3.036,6.07464,,3.036,203.6,3.036,197.641
3.038,6.2832,3.038,6.50723,,3.038,203.8,3.038,198.429,,3.038,20.38,3.038,19.7211,,3.038,6.2832,3.038,6.08384,,3.038,203.8,3.038,197.972
3.04,6.2832,3.04,6.5103,,3.04,204,3.04,198.613,,3.04,20.4,3.04,19.7395,,3.04,6.2832,3.04,6.09305,,3.04,204,3.04,198.303
3.042,6.2832,3.042,6.51336,,3.042,204.2,3.042,198.797,,3.042,20.42,3.042,19.761,,3.042,6.2832,3.042,6.09918,,3.042,204.2,3.042,198.644
3.044,6.2832,3.044,6.51643,,3.044,204.4,3.044,198.984,,3.044,20.44,3.044,19.7825,,3.044,6.2832,3.044,6.10839,,3.044,204.4,3.044,198.972
3.046,6.2832,3.046,6.5195,,3.046,204.6,3.046,199.168,,3.046,20.46,3.046,19.8009,,3.046,6.2832,3.046,6.11759,,3.046,204.6,3.046,199.3
3.048,6.2832,3.048,6.52257,,3.048,204.8,3.048,199.356,,3.048,20.48,3.048,19.8223,,3.048,6.2832,3.048,6.1268,,3.048,204.8,3.048,199.626
3.05,6.2832,3.05,6.52257,,3.05,205,3.05,199.546,,3.05,20.5,3.05,19.8438,,3.05,6.2832,3.05,6.13293,,3.05,205,3.05,199.948
3.052,6.2832,3.052,6.52564,,3.052,205.2,3.052,199.73,,3.052,20.52,3.052,19.8622,,3.052,6.2832,3.052,6.14214,,3.052,205.2,3.052,200.273
3.054,6.2832,3.054,6.5287,,3.054,205.4,3.054,199.917,,3.054,20.54,3.054,19.8837,,3.054,6.2832,3.054,6.15134,,3.054,205.4,3.054,200.595
3.056,6.2832,3.056,6.53177,,3.056,205.6,3.056,200.104,,3.056,20.56,3.056,19.9052,,3.056,6.2832,3.056,6.15748,,3.056,205.6,3.056,200.917
3.058,6.2832,3.058,6.53484,,3.058,205.8,3.058,200.291,,3.058,20.58,3.058,19.9267,,3.058,6.2832,3.058,6.16668,,3.058,205.8,3.058,201.245
3.06,6.2832,3.06,6.53484,,3.06,206,3.06,200.478,,3.06,20.6,3.06,19.9451,,3.06,6.2832,3.06,6.17588,,3.06,206,3.06,201.561
3.062,6.2832,3.062,6.53791,,3.062,206.2,3.062,200.669,,3.062,20.62,3.062,19.9665,,3.062,6.2832,3.062,6.18202,,3.062,206.2,3.062,201.871
3.064,6.2832,3.064,6.54098,,3.064,206.4,3.064,200.859,,3.064,20.64,3.064,19.988,,3.064,6.2832,3.064,6.19122,,3.064,206.4,3.064,202.184
3.066,6.2832,3.066,6.54404,,3.066,206.6,3.066,201.052,,3.066,20.66,3.066,20.0064,,3.066,6.2832,3.066,6.19736,,3.066,206.6,3.066,202.494
3.068,6.2832,3.068,6.54404,,3.068,206.8,3.068,201.239,,3.068,20.68,3.068,20.0279,,3.068,6.2832,3.068,6.20656,,3.068,206.8,3.068,202.804
3.07,6.2832,3.07,6.54711,,3.07,207,3.07,201.426,,3.07,20.7,3.07,20.0494,,3.07,6.2832,3.07,6.21577,,3.07,207,3.07,203.111
3.072,6.2832,3.072,6.55018,,3.072,207.2,3.072,201.617,,3.072,20.72,3.072,20.0709,,3.072,6.2832,3.072,6.2219,,3.072,207.2,3.072,203.415
3.074,6.2832,3.074,6.55018,,3.074,207.4,3.074,201.807,,3.074,20.74,3.074,20.0893,,3.074,6.2832,3.074,6.23111,,3.074,207.4,3.074,203.721
3.076,6.2832,3.076,6.55325,,3.076,207.6,3.076,201.997,,3.076,20.76,3.076,20.1107,,3.076,6.2832,3.076,6.23724,,3.076,207.6,3.076,204.025
3.078,6.2832,3.078,6.55325,,3.078,207.8,3.078,202.19,,3.078,20.78,3.078,20.1322,,3.078,6.2832,3.078,6.24645,,3.078,207.8,3.078,204.32
3.08,6.2832,3.08,6.55632,,3.08,208,3.08,202.381,,3.08,20.8,3.08,20.1537,,3.08,6.2832,3.08,6.25258,,3.08,208,3.08,204.617
3.082,6.2832,3.082,6.55938,,3.082,208.2,3.082,202.577,,3.082,20.82,3.082,20.1752,,3.082,6.2832,3.082,6.26179,,3.082,208.2,3.082,204.906
3.084,6.2832,3.084,6.55938,,3.084,208.4,3.084,202.77,,3.084,20.84,3.084,20.1936,,3.084,6.2832,3.084,6.26792,,3.084,208.4,3.084,205.2
3.086,6.2832,3.086,6.55938,,3.086,208.6,3.086,202.964,,3.086,20.86,3.086,20.2151,,3.086,6.2832,3.086,6.27713,,3.086,208.6,3.086,205.485
3.088,6.2832,3.088,6.56245,,3.088,208.8,3.088,203.154,,3.088,20.88,3.088,20.2365,,3.088,6.2832,3.088,6.28326,,3.088,208.8,3.088,205.771
3.09,6.2832,3.09,6.56245,,3.09,209,3.09,203.347,,3.09,20.9,3.09,20.258,,3.09,6.2832,3.09,6.29247,,3.09,209,3.09,206.059
3.092,6.2832,3.092,6.56552,,3.092,209.2,3.092,203.54,,3.092,20.92,3.092,20.2795,,3.092,6.2832,3.092,6.2986,,3.092,209.2,3.092,206.341
3.094,6.2832,3.094,6.56552,,3.094,209.4,3.094,203.74,,3.094,20.94,3.094,20.301,,3.094,6.2832,3.094,6.30474,,3.094,209.4,3.094,206.614
3.096,6.2832,3.096,6.56552,,3.096,209.6,3.096,203.933,,3.096,20.96,3.096,20.3194,,3.096,6.2832,3.096,6.31394,,3.096,209.6,3.096,206.891
3.098,6.2832,3.098,6.56859,,3.098,209.8,3.098,204.126,,3.098,20.98,3.098,20.3439,,3.098,6.2832,3.098,6.32008,,3.098,209.8,3.098,207.161
3.1,6.2832,3.1,6.56859,,3.1,210,3.1,204.323,,3.1,21,3.1,20.3623,,3.1,6.2832,3.1,6.32622,,3.1,210,3.1,207.427
3.102,6.2832,3.102,6.56859,,3.102,210.2,3.102,204.516,,3.102,21.02,3.102,20.3838,,3.102,6.2832,3.102,6.33542,,3.102,210.2,3.102,207.701
3.104,6.2832,3.104,6.57166,,3.104,210.4,3.104,204.712,,3.104,21.04,3.104,20.4053,,3.104,6.2832,3.104,6.34156,,3.104,210.4,3.104,207.964
3.106,6.2832,3.106,6.57166,,3.106,210.6,3.106,204.909,,3.106,21.06,3.106,20.4267,,3.106,6.2832,3.106,6.34769,,3.106,210.6,3.106,208.222
3.108,6.2832,3.108,6.57166,,3.108,210.8,3.108,205.105,,3.108,21.08,3.108,20.4482,,3.108,6.2832,3.108,6.35383,,3.108,210.8,3.108,208.48
3.11,6.2832,3.11,6.57166,,3.11,211,3.11,205.307,,3.11,21.1,3.11,20.4697,,3.11,6.2832,3.11,6.36303,,3.11,211,3.11,208.731
3.112,6.2832,3.112,6.57166,,3.112,211.2,3.112,205.504,,3.112,21.12,3.112,20.4912,,3.112,6.2832,3.112,6.36917,,3.112,211.2,3.112,208.983
3.114,6.2832,3.114,6.57166,,3.114,211.4,3.114,205.7,,3.114,21.14,3.114,20.5126,,3.114,6.2832,3.114,6.3753,,3.114,211.4,3.114,209.235
3.116,6.2832,3.116,6.57166,,3.116,211.6,3.116,205.897,,3.116,21.16,3.116,20.5341,,3.116,6.2832,3.116,6.38144,,3.116,211.6,3.116,209.48
3.118,6.2832,3.118,6.57166,,3.118,211.8,3.118,206.096,,3.118,21.18,3.118,20.5525,,3.118,6.2832,3.118,6.38758,,3.118,211.8,3.118,209.728
3.12,6.2832,3.12,6.57166,,3.12,212,3.12,206.292,,3.12,21.2,3.12,20.574,,3.12,6.2832,3.12,6.39678,,3.12,212,3.12,209.971
3.122,6.2832,3.122,6.57166,,3.122,212.2,3.122,206.492,,3.122,21.22,3.122,20.5986,,3.122,6.2832,3.122,6.40292,,3.122,212.2,3.122,210.204
3.124,6.2832,3.124,6.57472,,3.124,212.4,3.124,206.694,,3.124,21.24,3.124,20.617,,3.124,6.2832,3.124,6.40905,,3.124,212.4,3.124,210.44
3.126,6.2832,3.126,6.57472,,3.126,212.6,3.126,206.9,,3.126,21.26,3.126,20.6384,,3.126,6.2832,3.126,6.41519,,3.126,212.6,3.126,210.67
3.128,6.2832,3.128,6.57472,,3.128,212.8,3.128,207.096,,3.128,21.28,3.128,20.6599,,3.128,6.2832,3.128,6.42132,,3.128,212.8,3.128,210.897
3.13,6.2832,3.13,6.57472,,3.13,213,3.13,207.296,,3.13,21.3,3.13,20.6845,,3.13,6.2832,3.13,6.42746,,3.13,213,3.13,211.124
3.132,6.2832,3.132,6.57472,,3.132,213.2,3.132,207.495,,3.132,21.32,3.132,20.7059,,3.132,6.2832,3.132,6.4336,,3.132,213.2,3.132,211.348
3.134,6.2832,3.134,6.57472,,3.134,213.4,3.134,207.697,,3.134,21.34,3.134,20.7243,,3.134,6.2832,3.134,6.43973,,3.134,213.4,3.134,211.572
3.136,6.2832,3.136,6.57166,,3.136,213.6,3.136,207.897,,3.136,21.36,3.136,20.7458,,3.136,6.2832,3.136,6.44587,,3.136,213.6,3.136,211.787
3.138,6.2832,3.138,6.57166,,3.138,213.8,3.138,208.099,,3.138,21.38,3.138,20.7673,,3.138,6.2832,3.138,6.452,,3.138,213.8,3.138,211.999
3.14,6.2832,3.14,6.57166,,3.14,214,3.14,208.302,,3.14,21.4,3.14,20.7888,,3.14,6.2832,3.14,6.45814,,3.14,214,3.14,212.207
3.142,6.2832,3.142,6.57166,,3.142,214.2,3.142,208.507,,3.142,21.42,3.142,20.8102,,3.142,6.2832,3.142,6.46428,,3.142,214.2,3.142,212.413
3.144,6.2832,3.144,6.57166,,3.144,214.4,3.144,208.71,,3.144,21.44,3.144,20.8317,,3.144,6.2832,3.144,6.47041,,3.144,214.4,3.144,212.615
3.146,6.2832,3.146,6.57166,,3.146,214.6,3.146,208.912,,3.146,21.46,3.146,20.8563,,3.146,6.2832,3.146,6.47655,,3.146,214.6,3.146,212.818
3.148,6.2832,3.148,6.57166,,3.148,214.8,3.148,209.115,,3.148,21.48,3.148,20.8777,,3.148,6.2832,3.148,6.48268,,3.148,214.8,3.148,213.014
3.15,6.2832,3.15,6.56859,,3.15,215,3.15,209.317,,3.15,21.5,3.15,20.8992,,3.15,6.2832,3.15,6.48575,,3.15,215,3.15,213.205
3.152,6.2832,3.152,6.56859,,3.152,215.2,3.152,209.52,,3.152,21.52,3.152,20.9207,,3.152,6.2832,3.152,6.49189,,3.152,215.2,3.152,213.392
3.154,6.2832,3.154,6.56859,,3.154,215.4,3.154,209.732,,3.154,21.54,3.154,20.9422,,3.154,6.2832,3.154,6.49802,,3.154,215.4,3.154,213.576
3.156,6.2832,3.156,6.56859,,3.156,215.6,3.156,209.934,,3.156,21.56,3.156,20.9636,,3.156,6.2832,3.156,6.50416,,3.156,215.6,3.156,213.76
3.158,6.2832,3.158,6.56552,,3.158,215.8,3.158,210.137,,3.158,21.58,3.158,20.9851,,3.158,6.2832,3.158,6.50723,,3.158,215.8,3.158,213.938
3.16,6.2832,3.16,6.56552,,3.16,216,3.16,210.342,,3.16,21.6,3.16,21.0066,,3.16,6.2832,3.16,6.51336,,3.16,216,3.16,214.113
3.162,6.2832,3.162,6.56552,,3.162,216.2,3.162,210.548,,3.162,21.62,3.162,21.0281,,3.162,6.2832,3.162,6.5195,,3.162,216.2,3.162,214.291
3.164,6.2832,3.164,6.56245,,3.164,216.4,3.164,210.753,,3.164,21.64,3.164,21.0495,,3.164,6.2832,3.164,6.52257,,3.164,216.4,3.164,214.456
3.166,6.2832,3.166,6.56245,,3.166,216.6,3.166,210.959,,3.166,21.66,3.166,21.071,,3.166,6.2832,3.166,6.5287,,3.166,216.6,3.166,214.619
3.168,6.2832,3.168,6.56245,,3.168,216.8,3.168,211.167,,3.168,21.68,3.168,21.0925,,3.168,6.2832,3.168,6.53484,,3.168,216.8,3.168,214.778
3.17,6.2832,3.17,6.55938,,3.17,217,3.17,211.376,,3.17,21.7,3.17,21.114,,3.17,6.2832,3.17,6.53791,,3.17,217,3.17,214.932
3.172,6.2832,3.172,6.55938,,3.172,217.2,3.172,211.582,,3.172,21.72,3.172,21.1355,,3.172,6.2832,3.172,6.54404,,3.172,217.2,3.172,215.082
3.174,6.2832,3.174,6.55938,,3.174,217.4,3.174,211.79,,3.174,21.74,3.174,21.16,,3.174,6.2832,3.174,6.54711,,3.174,217.4,3.174,215.232
3.176,6.2832,3.176,6.55938,,3.176,217.6,3.176,211.996,,3.176,21.76,3.176,21.1815,,3.176,6.2832,3.176,6.55325,,3.176,217.6,3.176,215.374
3.178,6.2832,3.178,6.55632,,3.178,217.8,3.178,212.201,,3.178,21.78,3.178,21.1999,,3.178,6.2832,3.178,6.55632,,3.178,217.8,3.178,215.518
3.18,6.2832,3.18,6.55632,,3.18,218,3.18,212.41,,3.18,21.8,3.18,21.2244,,3.18,6.2832,3.18,6.55938,,3.18,218,3.18,215.656
3.182,6.2832,3.182,6.55325,,3.182,218.2,3.182,212.619,,3.182,21.82,3.182,21.2459,,3.182,6.2832,3.182,6.56552,,3.182,218.2,3.182,215.788
